locus,Ho,Hs,Ht,Dst,Htp,Dstp,Fst,Fstp,Fis,Dest
8421_24,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8469_8,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8477_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8629_31,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8630_30,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8760_11,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8825_11,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8923_10,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
8967_12,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9021_19,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9191_15,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9232_32,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9268_13,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9395_24,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9371_28,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9405_7,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9329_38,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9463_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9688_23,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
9807_34,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10091_8,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10301_39,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10455_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10503_11,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10548_20,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10617_6,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10676_28,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10695_12,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10725_6,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10805_12,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10775_20,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10851_13,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10856_16,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10939_19,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
10975_19,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
11164_8,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
11166_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
11175_41,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
11191_36,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
11584_30,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12034_41,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12101_13,0.1611,0.1518,0.1509,-9.00E-04,0.15,-0.0018,-0.006,-0.012,-0.0613,-0.0021
12112_36,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12151_19,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12170_30,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12305_12,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12401_11,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12605_12,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12619_34,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12623_8,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12985_8,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
12989_37,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13054_30,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13216_34,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13284_15,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13238_36,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13370_35,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13472_16,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13497_25,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13521_10,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13568_24,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13706_36,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
13610_7,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
14262_40,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
14265_36,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
14452_30,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
14605_40,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
14872_32,0.1611,0.1518,0.1509,-9.00E-04,0.15,-0.0018,-0.006,-0.012,-0.0613,-0.0021
14912_25,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
15090_40,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
15427_40,0.1611,0.1518,0.1509,-9.00E-04,0.15,-0.0018,-0.006,-0.012,-0.0613,-0.0021
15526_19,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
15543_17,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
15589_31,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
15632_37,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
15758_33,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16074_16,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16532_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16748_13,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16777_38,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16815_25,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16902_39,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
16975_36,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17028_33,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17198_33,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17295_26,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17357_8,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17502_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17630_13,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17742_13,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17850_22,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
17877_26,0.0278,0.0281,0.0279,-2.00E-04,0.0278,-3.00E-04,-0.006,-0.012,0.0119,-3.00E-04
1729_35,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
6487_40,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
7215_24,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
19681_25,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
21433_29,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
21591_22,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
17181_8,0.0333,0.0337,0.0335,-2.00E-04,0.0333,-4.00E-04,-0.0061,-0.0122,0.012,-4.00E-04
5294_19,0.0556,0.2062,0.205,-0.0013,0.2037,-0.0025,-0.0062,-0.0124,0.7306,-0.0032
12347_37,0.1325,0.1947,0.1935,-0.0012,0.1923,-0.0024,-0.0062,-0.0126,0.3197,-0.003
22259_21,0,0.0779,0.0774,-5.00E-04,0.0769,-0.001,-0.0063,-0.0127,1,-0.0011
23866_41,0,0.0779,0.0774,-5.00E-04,0.0769,-0.001,-0.0063,-0.0127,1,-0.0011
11119_32,0,0.0779,0.0774,-5.00E-04,0.0769,-0.001,-0.0063,-0.0127,1,-0.0011
13432_29,0.4722,0.4894,0.4864,-0.003,0.4833,-0.0061,-0.0063,-0.0126,0.0351,-0.0119
21093_26,0,0.0779,0.0774,-5.00E-04,0.0769,-0.001,-0.0063,-0.0127,1,-0.0011
18209_39,0.1528,0.1454,0.1445,-9.00E-04,0.1435,-0.0019,-0.0065,-0.0132,-0.0507,-0.0022
18177_31,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
1822_37,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
5033_40,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
6840_40,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
6902_13,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
19614_21,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
27298_23,0.0385,0.039,0.0387,-3.00E-04,0.0385,-5.00E-04,-0.0066,-0.0134,0.0132,-5.00E-04
9315_40,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
19901_22,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
9502_12,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
20031_19,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
10631_24,0.0385,0.039,0.0387,-3.00E-04,0.0385,-5.00E-04,-0.0066,-0.0134,0.0132,-5.00E-04
10815_28,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
10755_14,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
20659_8,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
15008_35,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
21324_15,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
21344_31,0.0312,0.0317,0.0315,-2.00E-04,0.0313,-4.00E-04,-0.0066,-0.0133,0.0131,-4.00E-04
11128_28,0.1806,0.1689,0.1678,-0.0011,0.1667,-0.0023,-0.0068,-0.0137,-0.0687,-0.0027
2173_10,0.2333,0.2112,0.2098,-0.0015,0.2083,-0.0029,-0.0069,-0.014,-0.1046,-0.0037
4369_24,0.2333,0.2112,0.2098,-0.0015,0.2083,-0.0029,-0.0069,-0.014,-0.1046,-0.0037
5191_20,0.2333,0.2112,0.2098,-0.0015,0.2083,-0.0029,-0.0069,-0.014,-0.1046,-0.0037
19485_39,0.1385,0.1326,0.1317,-9.00E-04,0.1308,-0.0018,-0.0069,-0.0139,-0.0443,-0.0021
20818_22,0.325,0.2788,0.2769,-0.0019,0.275,-0.0038,-0.0069,-0.0139,-0.1656,-0.0053
18152_13,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
4001_16,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
19623_30,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
10996_32,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
20709_21,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
13104_7,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
13187_30,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
13451_18,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
13496_10,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
20947_16,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
16312_9,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
17067_8,0.0294,0.0298,0.0296,-2.00E-04,0.0294,-4.00E-04,-0.0071,-0.0143,0.0141,-4.00E-04
11315_23,0.3438,0.5167,0.5131,-0.0037,0.5094,-0.0074,-0.0072,-0.0144,0.3348,-0.0152
13036_12,0.4286,0.4892,0.4857,-0.0035,0.4821,-0.007,-0.0072,-0.0146,0.1239,-0.0138
12959_12,0.1455,0.286,0.2839,-0.0021,0.2818,-0.0042,-0.0073,-0.0148,0.4914,-0.0058
3207_30,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
6726_25,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
7089_31,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
11178_16,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
20719_24,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
13797_8,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
20964_17,0.0357,0.0362,0.036,-3.00E-04,0.0357,-5.00E-04,-0.0074,-0.0149,0.0146,-6.00E-04
212_14,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
1050_32,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
1361_39,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
1959_18,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
3111_29,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
3712_28,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
6415_14,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
8774_13,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
8982_38,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
10012_19,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
11515_32,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
11758_24,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
13009_39,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
15236_35,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
16697_34,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
17280_15,0.0278,0.0282,0.028,-2.00E-04,0.0278,-4.00E-04,-0.0075,-0.0152,0.0149,-4.00E-04
797_27,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
21916_17,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
6651_39,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
7618_23,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
19922_28,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
20102_39,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
12308_16,0,0.0846,0.084,-6.00E-04,0.0833,-0.0013,-0.0076,-0.0154,1,-0.0014
8032_37,0,0.0725,0.072,-6.00E-04,0.0714,-0.0011,-0.0078,-0.0156,1,-0.0012
10087_23,0,0.0725,0.072,-6.00E-04,0.0714,-0.0011,-0.0078,-0.0156,1,-0.0012
13513_25,0,0.0725,0.072,-6.00E-04,0.0714,-0.0011,-0.0078,-0.0156,1,-0.0012
1652_19,0.0333,0.0339,0.0336,-3.00E-04,0.0333,-5.00E-04,-0.008,-0.0161,0.0159,-6.00E-04
1748_34,0.4265,0.4334,0.4299,-0.0034,0.4265,-0.0069,-0.008,-0.0161,0.0159,-0.0121
7598_16,0.0333,0.0339,0.0336,-3.00E-04,0.0333,-5.00E-04,-0.008,-0.0161,0.0159,-6.00E-04
8474_14,0.0333,0.0339,0.0336,-3.00E-04,0.0333,-5.00E-04,-0.008,-0.0161,0.0159,-6.00E-04
771_20,0.2778,0.3577,0.3548,-0.0029,0.3519,-0.0059,-0.0083,-0.0167,0.2235,-0.0092
1263_36,0.0312,0.0318,0.0315,-3.00E-04,0.0312,-5.00E-04,-0.0085,-0.0172,0.0169,-6.00E-04
4657_21,0.0312,0.0318,0.0315,-3.00E-04,0.0312,-5.00E-04,-0.0085,-0.0172,0.0169,-6.00E-04
5749_8,0.0312,0.0318,0.0315,-3.00E-04,0.0312,-5.00E-04,-0.0085,-0.0172,0.0169,-6.00E-04
7537_36,0.0312,0.0318,0.0315,-3.00E-04,0.0312,-5.00E-04,-0.0085,-0.0172,0.0169,-6.00E-04
13248_35,0.1875,0.3179,0.3152,-0.0027,0.3125,-0.0054,-0.0085,-0.0172,0.4102,-0.0079
15418_21,0.1964,0.4359,0.4322,-0.0037,0.4286,-0.0073,-0.0085,-0.0171,0.5494,-0.013
18003_20,0.2588,0.2754,0.273,-0.0024,0.2706,-0.0048,-0.0088,-0.0178,0.0602,-0.0066
7207_9,0.1838,0.1721,0.1706,-0.0015,0.1691,-0.003,-0.0088,-0.0177,-0.0681,-0.0036
7500_30,0.2875,0.3817,0.3783,-0.0033,0.375,-0.0067,-0.0088,-0.0178,0.2467,-0.0108
19713_35,0.0312,0.0954,0.0946,-8.00E-04,0.0938,-0.0017,-0.0089,-0.018,0.6726,-0.0019
18030_24,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
504_35,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
714_23,0.0294,0.0299,0.0297,-3.00E-04,0.0294,-5.00E-04,-0.009,-0.0182,0.0179,-6.00E-04
1893_9,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
2937_12,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
5213_11,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
7623_37,0.0294,0.0299,0.0297,-3.00E-04,0.0294,-5.00E-04,-0.009,-0.0182,0.0179,-6.00E-04
11142_36,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
20416_7,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
15296_20,0,0.0679,0.0673,-6.00E-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
16606_20,0.0294,0.0299,0.0297,-3.00E-04,0.0294,-5.00E-04,-0.009,-0.0182,0.0179,-6.00E-04
9172_21,0.2426,0.4269,0.423,-0.0039,0.4191,-0.0078,-0.0092,-0.0185,0.4316,-0.0136
775_31,0,0.0784,0.0776,-7.00E-04,0.0769,-0.0015,-0.0093,-0.0189,1,-0.0016
1882_40,0,0.0784,0.0776,-7.00E-04,0.0769,-0.0015,-0.0093,-0.0189,1,-0.0016
23713_31,0,0.0784,0.0776,-7.00E-04,0.0769,-0.0015,-0.0093,-0.0189,1,-0.0016
12859_13,0,0.0784,0.0776,-7.00E-04,0.0769,-0.0015,-0.0093,-0.0189,1,-0.0016
21000_32,0,0.0784,0.0776,-7.00E-04,0.0769,-0.0015,-0.0093,-0.0189,1,-0.0016
16281_17,0.2111,0.2717,0.2692,-0.0025,0.2667,-0.005,-0.0093,-0.0188,0.223,-0.0069
11727_39,0.0278,0.0283,0.028,-3.00E-04,0.0278,-5.00E-04,-0.0095,-0.0191,0.0187,-5.00E-04
13978_14,0.0278,0.0283,0.028,-3.00E-04,0.0278,-5.00E-04,-0.0095,-0.0191,0.0187,-5.00E-04
16535_15,0.2444,0.3313,0.3281,-0.0031,0.325,-0.0063,-0.0095,-0.0193,0.2621,-0.0094
17563_11,0.0278,0.0283,0.028,-3.00E-04,0.0278,-5.00E-04,-0.0095,-0.0191,0.0187,-5.00E-04
983_29,0.3389,0.2889,0.2861,-0.0028,0.2833,-0.0056,-0.0097,-0.0196,-0.1731,-0.0078
782_27,0.1667,0.1574,0.1559,-0.0015,0.1543,-0.0031,-0.0099,-0.02,-0.0588,-0.0037
3175_31,0.1667,0.1574,0.1559,-0.0015,0.1543,-0.0031,-0.0099,-0.02,-0.0588,-0.0037
12798_29,0.1667,0.1574,0.1559,-0.0015,0.1543,-0.0031,-0.0099,-0.02,-0.0588,-0.0037
15252_30,0.0357,0.0364,0.0361,-4.00E-04,0.0357,-7.00E-04,-0.0099,-0.02,0.0196,-7.00E-04
3727_7,0,0.0638,0.0631,-6.00E-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
